,root,word,ipa_root,ipa_word,diff,reg,IsInParent,verb class
3238,scotch,scotched,skɑʧ,skɑʧt,-t,Reg,No,-t
3239,patronize,patronized,pætrənaɪz,pætrənaɪzd,-d,Reg,No,-d
3240,delay,delayed,dɪleɪ,dɪleɪd,-d,Reg,No,-d
3241,stoke,stoked,stoʊk,stoʊkt,-t,Reg,No,-t
3242,anglicize,anglicized,æŋlɪsaɪz,æŋlɪsaɪzd,-d,Reg,No,-d
3243,pair,paired,pɛr,pɛrd,-d,Reg,No,-d
3244,lodge,lodged,lɑʤ,lɑʤd,-d,Reg,No,-d
3245,counterfeit,counterfeited,kaʊntərfɪt,kaʊntərfɪtɪd,-ɪd,Reg,No,-ɪd
3246,deplore,deplored,dɪplɔr,dɪplɔrd,-d,Reg,No,-d
3247,sin,sinned,sɪn,sɪnd,-d,Reg,No,-d
3248,stock,stocked,stɑk,stɑkt,-t,Reg,No,-t
3249,exemplify,exemplified,ɪgzɛmpləfaɪ,ɪgzɛmpləfaɪd,-d,Reg,No,-d
3250,gird,girded,gərd,gərdɪd,-ɪd,Reg,No,-ɪd
3251,stow,stowed,stoʊ,stoʊd,-d,Reg,No,-d
3252,attend,attended,ətɛnd,ətɛndɪd,-ɪd,Reg,No,-ɪd
3253,farm,farmed,fɑrm,fɑrmd,-d,Reg,No,-d
3254,watch,watched,wɔʧ,wɔʧt,-t,Reg,Yes,-t
3255,await,awaited,əweɪt,əweɪtɪd,-ɪd,Reg,No,-ɪd
3256,hazard,hazarded,hæzərd,hæzərdɪd,-ɪd,Reg,No,-ɪd
3257,perceive,perceived,pərsiv,pərsivd,-d,Reg,No,-d
3258,nullify,nullified,nələfaɪ,nələfaɪd,-d,Reg,No,-d
3259,tattoo,tattooed,tætu,tætud,-d,Reg,No,-d
3260,fatigue,fatigued,fətig,fətigd,-d,Reg,No,-d
3261,prance,pranced,præns,prænst,-t,Reg,No,-t
3262,bluff,bluffed,blʌf,blʌft,-t,Reg,No,-t
3263,strut,strutted,strʌt,strʌtɪd,-ɪd,Reg,No,-ɪd
3264,underplay,underplayed,əndərpleɪ,əndərpleɪd,-d,Reg,No,-d
3265,fray,frayed,freɪ,freɪd,-d,Reg,No,-d
3266,winter,wintered,wɪntər,wɪntərd,-d,Reg,No,-d
3267,pocket,pocketed,pɑkət,pɑkətɪd,-ɪd,Reg,No,-ɪd
3268,drape,draped,dreɪp,dreɪpt,-t,Reg,No,-t
3269,overdress,overdressed,oʊvərdrɛs,oʊvərdrɛst,-t,Reg,No,-t
3270,light,lit,laɪt,lɪt,aɪ-ɪ,Irreg,No,vowel change
3271,counter,countered,kaʊntər,kaʊntərd,-d,Reg,No,-d
3272,correspond,corresponded,kɔrəspɑnd,kɔrəspɑndɪd,-ɪd,Reg,No,-ɪd
3273,budge,budged,bʌʤ,bʌʤd,-d,Reg,No,-d
3274,scoop,scooped,skup,skupt,-t,Reg,No,-t
3275,beguile,beguiled,bɪgaɪl,bɪgaɪld,-d,Reg,No,-d
3276,allot,allotted,əlɑt,əlɑtɪd,-ɪd,Reg,No,-ɪd
3277,allow,allowed,əlaʊ,əlaʊd,-d,Reg,Yes,-d
3278,presuppose,presupposed,prisəpoʊz,prisəpoʊzd,-d,Reg,No,-d
3279,furnish,furnished,fərnɪʃ,fərnɪʃt,-t,Reg,No,-t
3280,ignite,ignited,ɪgnaɪt,ɪgnaɪtɪd,-ɪd,Reg,No,-ɪd
3281,shush,shushed,ʃʌʃ,ʃʌʃt,-t,Reg,No,-t
3282,understate,understated,əndərsteɪt,əndərsteɪtɪd,-ɪd,Reg,No,-ɪd
3283,strum,strummed,strʌm,strʌmd,-d,Reg,No,-d
3284,mute,muted,mjut,mjutɪd,-ɪd,Reg,No,-ɪd
3285,peck,pecked,pɛk,pɛkt,-t,Reg,No,-t
3286,move,moved,muv,muvd,-d,Reg,Yes,-d
3287,disarm,disarmed,dɪsɑrm,dɪsɑrmd,-d,Reg,No,-d
3288,spank,spanked,spæŋk,spæŋkt,-t,Reg,Yes,-t
3289,enclose,enclosed,ɪnkloʊz,ɪnkloʊzd,-d,Reg,No,-d
3290,pine,pined,paɪn,paɪnd,-d,Reg,No,-d
3291,quake,quaked,kweɪk,kweɪkt,-t,Reg,No,-t
3292,cruise,cruised,kruz,kruzd,-d,Reg,No,-d
3293,vilify,vilified,vɪlɪfaɪ,vɪlɪfaɪd,-d,Reg,No,-d
3294,envisage,envisaged,ɛnvɪzɪʤ,ɛnvɪzɪʤd,-d,Reg,No,-d
3295,bunch,bunched,bʌnʧ,bʌnʧt,-t,Reg,No,-t
3296,perfect,perfected,pərfɛkt,pərfɛktɪd,-ɪd,Reg,No,-ɪd
3297,lounge,lounged,laʊnʤ,laʊnʤd,-d,Reg,No,-d
3298,brood,brooded,brud,brudɪd,-ɪd,Reg,No,-ɪd
3299,decay,decayed,dɪkeɪ,dɪkeɪd,-d,Reg,No,-d
3300,itemize,itemized,aɪtəmaɪz,aɪtəmaɪzd,-d,Reg,No,-d
3301,undervalue,undervalued,əndərvælju,əndərvæljud,-d,Reg,No,-d
3302,dispose,disposed,dɪspoʊz,dɪspoʊzd,-d,Reg,No,-d
3303,perspire,perspired,pərspaɪr,pərspaɪrd,-d,Reg,No,-d
3304,shudder,shuddered,ʃʌdər,ʃʌdərd,-d,Reg,No,-d
3305,cringe,cringed,krɪnʤ,krɪnʤd,-d,Reg,No,-d
3306,hump,humped,hʌmp,hʌmpt,-t,Reg,No,-t
3307,restrain,restrained,ristreɪn,ristreɪnd,-d,Reg,No,-d
3308,choose,chose,ʧuz,ʧoʊz,u-oʊ,Irreg,Yes,vowel change
3309,underpin,underpinned,əndərpɪn,əndərpɪnd,-d,Reg,No,-d
3310,disorientate,disorientated,dɪsɔriɛnteɪt,dɪsɔriɛnteɪtɪd,-ɪd,Reg,No,-ɪd
3311,holiday,holidayed,hɑlɪdeɪ,hɑlɪdeɪd,-d,Reg,No,-d
3312,gesticulate,gesticulated,ʤɛstɪkjuleɪt,ʤɛstɪkjuleɪtɪd,-ɪd,Reg,No,-ɪd
3313,demoralize,demoralized,dɪmɔrəlaɪz,dɪmɔrəlaɪzd,-d,Reg,No,-d
3314,flex,flexed,flɛks,flɛkst,-t,Reg,No,-t
3315,prosper,prospered,prɑspər,prɑspərd,-d,Reg,No,-d
3316,crash,crashed,kræʃ,kræʃt,-t,Reg,Yes,-t
3317,swaddle,swaddled,swɑdəl,swɑdəld,-d,Reg,No,-d
3318,dab,dabbed,dæb,dæbd,-d,Reg,No,-d
3319,huff,huffed,hʌf,hʌft,-t,Reg,No,-t
3320,belch,belched,bɛlʧ,bɛlʧt,-t,Reg,No,-t
3321,bat,batted,bæt,bætɪd,-ɪd,Reg,No,-ɪd
3322,denigrate,denigrated,dɛnɪgreɪt,dɛnɪgreɪtɪd,-ɪd,Reg,No,-ɪd
3323,flout,flouted,flaʊt,flaʊtɪd,-ɪd,Reg,No,-ɪd
3324,mention,mentioned,mɛnʃən,mɛnʃənd,-d,Reg,No,-d
3325,snake,snaked,sneɪk,sneɪkt,-t,Reg,No,-t
3326,kiss,kissed,kɪs,kɪst,-t,Reg,Yes,-t
3327,fingerprint,fingerprinted,fɪŋgərprɪnt,fɪŋgərprɪntɪd,-ɪd,Reg,No,-ɪd
3328,front,fronted,frʌnt,frʌntɪd,-ɪd,Reg,No,-ɪd
3329,flee,fled,fli,flɛd,i-ɛd,Irreg,No,vowel change + d
3330,realize,realized,riəlaɪz,riəlaɪzd,-d,Reg,Yes,-d
3331,decapitate,decapitated,dikæpəteɪt,dikæpəteɪtɪd,-ɪd,Reg,No,-ɪd
3332,strive,strove,straɪv,stroʊv,aɪ-oʊ,Irreg,No,vowel change
3333,discontinue,discontinued,dɪskəntɪnju,dɪskəntɪnjud,-d,Reg,No,-d
3334,flail,flailed,fleɪl,fleɪld,-d,Reg,No,-d
3335,entrench,entrenched,ɛntrɛnʧ,ɛntrɛnʧt,-t,Reg,No,-t
3336,thrill,thrilled,θrɪl,θrɪld,-d,Reg,No,-d
3337,slacken,slackened,slækən,slækənd,-d,Reg,No,-d
3338,edit,edited,ɛdɪt,ɛdɪtɪd,-ɪd,Reg,No,-ɪd
3339,panic,panicked,pænɪk,pænɪkt,-t,Reg,No,-t
3340,preclude,precluded,prɪklud,prɪkludɪd,-ɪd,Reg,No,-ɪd
3341,feast,feasted,fist,fistɪd,-ɪd,Reg,No,-ɪd
3342,debauch,debauched,dɪbɔtʃ,dɪbɔtʃt,-t,Reg,No,-t
3343,merge,merged,mərʤ,mərʤd,-d,Reg,No,-d
3344,slide,slid,slaɪd,slɪd,aɪ-ɪ,Irreg,Yes,vowel change
3345,congregate,congregated,kɑŋgrəgeɪt,kɑŋgrəgeɪtɪd,-ɪd,Reg,No,-ɪd
3346,fiddle,fiddled,fɪdəl,fɪdəld,-d,Reg,No,-d
3347,trap,trapped,træp,træpt,-t,Reg,Yes,-t
3348,disregard,disregarded,dɪsrɪgɑrd,dɪsrɪgɑrdɪd,-ɪd,Reg,No,-ɪd
3349,cocoon,cocooned,kəkun,kəkund,-d,Reg,No,-d
3350,scorch,scorched,skɔrʧ,skɔrʧt,-t,Reg,No,-t
3351,esteem,esteemed,ɛstim,ɛstimd,-d,Reg,No,-d
3352,skate,skated,skeɪt,skeɪtɪd,-ɪd,Reg,No,-ɪd
3353,fare,fared,fɛr,fɛrd,-d,Reg,No,-d
3354,activate,activated,æktɪveɪt,æktɪveɪtɪd,-ɪd,Reg,No,-ɪd
3355,illuminate,illuminated,ɪlumɪnɪt,ɪlumɪnɪtɪd,-ɪd,Reg,No,-ɪd
3356,bump,bumped,bʌmp,bʌmpt,-t,Reg,Yes,-t
3357,strip,stripped,strɪp,strɪpt,-t,Reg,No,-t
3358,tack,tacked,tæk,tækt,-t,Reg,No,-t
3359,constitute,constituted,kɑnstətut,kɑnstətutɪd,-ɪd,Reg,No,-ɪd
3360,castigate,castigated,kæstəgeɪt,kæstəgeɪtɪd,-ɪd,Reg,No,-ɪd
3361,measure,measured,mɛʒər,mɛʒərd,-d,Reg,Yes,-d
3362,untangle,untangled,əntæŋgəl,əntæŋgəld,-d,Reg,No,-d
3363,bay,bayed,beɪ,beɪd,-d,Reg,No,-d
3364,wander,wandered,wɑndər,wɑndərd,-d,Reg,No,-d
3365,witness,witnessed,wɪtnəs,wɪtnəst,-t,Reg,No,-t
3366,out,outed,aʊt,aʊtɪd,-ɪd,Reg,No,-ɪd
3367,fondle,fondled,fɔndəl,fɔndəld,-d,Reg,No,-d
3368,unwind,unwound,ənwaɪnd,ənwaʊnd,ɪ-ʊ,Irreg,No,vowel change
3369,defend,defended,dɪfɛnd,dɪfɛndɪd,-ɪd,Reg,No,-ɪd
3370,develop,developed,dɪvɛləp,dɪvɛləpt,-t,Reg,No,-t
3371,rev,revved,rɛv,rɛvd,-d,Reg,No,-d
3372,fathom,fathomed,fæðəm,fæðəmd,-d,Reg,No,-d
3373,repress,repressed,riprɛs,riprɛst,-t,Reg,No,-t
3374,stub,stubbed,stʌb,stʌbd,-d,Reg,No,-d
3375,double-check,double-checked,dʌbəlʧɛk,dʌbəlʧɛkt,-t,Reg,No,-t
3376,stud,studded,stʌd,stʌdɪd,-ɪd,Reg,No,-ɪd
3377,impart,imparted,ɪmpɑrt,ɪmpɑrtɪd,-ɪd,Reg,No,-ɪd
3378,lecture,lectured,lɛkʧər,lɛkʧərd,-d,Reg,No,-d
3379,postpone,postponed,poʊstpoʊn,poʊstpoʊnd,-d,Reg,No,-d
3380,cause,caused,kɔz,kɔzd,-d,Reg,Yes,-d
3381,sacrifice,sacrificed,sækrəfaɪs,sækrəfaɪst,-t,Reg,No,-t
3382,burke,burked,bərk,bərkt,-t,Reg,No,-t
3383,obsess,obsessed,əbsɛs,əbsɛst,-t,Reg,No,-t
3384,disclose,disclosed,dɪskloʊz,dɪskloʊzd,-d,Reg,No,-d
3385,lob,lobbed,lɑb,lɑbd,-d,Reg,No,-d
3386,perish,perished,pɛrɪʃ,pɛrɪʃt,-t,Reg,No,-t
3387,venerate,venerated,vɛnəreɪt,vɛnəreɪtɪd,-ɪd,Reg,No,-ɪd
3388,scoff,scoffed,skɔf,skɔft,-t,Reg,No,-t
3389,jilt,jilted,ʤɪlt,ʤɪltɪd,-ɪd,Reg,No,-ɪd
3390,undo,undid,əndu,əndɪd,u-ɪd,Irreg,No,other
3391,release,released,rilis,rilist,-t,Reg,No,-t
3392,graze,grazed,greɪz,greɪzd,-d,Reg,No,-d
3393,hew,hewed,hju,hjud,-d,Reg,No,-d
3394,upbraid,upbraided,əpbreɪd,əpbreɪdɪd,-ɪd,Reg,No,-ɪd
3395,intersperse,interspersed,ɪntərspərs,ɪntərspərst,-t,Reg,No,-t
3396,tempt,tempted,tɛmpt,tɛmptɪd,-ɪd,Reg,No,-ɪd
3397,embarrass,embarrassed,ɪmbɛrəs,ɪmbɛrəst,-t,Reg,No,-t
3398,bleed,bled,blid,blɛd,i-ɛ,Irreg,No,vowel change
3399,tenant,tenanted,tɛnənt,tɛnəntɪd,-ɪd,Reg,No,-ɪd
3400,log,logged,lɔg,lɔgd,-d,Reg,No,-d
3401,scribe,scribed,skraɪb,skraɪbd,-d,Reg,No,-d
3402,overtake,overtook,oʊvərteɪk,oʊvərtʊk,eɪ-ʊ,Irreg,No,vowel change
3403,reactivate,reactivated,riæktəveɪt,riæktəveɪtɪd,-ɪd,Reg,No,-ɪd
3404,enchant,enchanted,ɛnʧænt,ɛnʧæntɪd,-ɪd,Reg,No,-ɪd
3405,stereotype,stereotyped,stɛrioʊtaɪp,stɛrioʊtaɪpt,-t,Reg,No,-t
3406,keep,kept,kip,kɛpt,i-ɛt,Irreg,Yes,vowel change + t
3407,stride,strode,straɪd,stroʊd,aɪ-oʊ,Irreg,No,vowel change
3408,shred,shredded,ʃrɛd,ʃrɛdɪd,-ɪd,Reg,No,-ɪd
3409,retain,retained,rɪteɪn,rɪteɪnd,-d,Reg,No,-d
3410,facilitate,facilitated,fəsɪləteɪt,fəsɪləteɪtɪd,-ɪd,Reg,No,-ɪd
3411,stimulate,stimulated,stɪmjəleɪt,stɪmjəleɪtɪd,-ɪd,Reg,No,-ɪd
3412,predominate,predominated,prɪdɑməneɪt,prɪdɑməneɪtɪd,-ɪd,Reg,No,-ɪd
3413,clamour,clamoured,klæmər,klæmərd,-d,Reg,No,-d
3414,crate,crated,kreɪt,kreɪtɪd,-ɪd,Reg,No,-ɪd
3415,savour,savoured,seɪvər,seɪvərd,-d,Reg,No,-d
3416,confuse,confused,kənfjuz,kənfjuzd,-d,Reg,No,-d
3417,sack,sacked,sæk,sækt,-t,Reg,No,-t
3418,echo,echoed,ɛkoʊ,ɛkoʊd,-d,Reg,No,-d
3419,whoop,whooped,wup,wupt,-t,Reg,No,-t
3420,bitch,bitched,bɪʧ,bɪʧt,-t,Reg,No,-t
3421,efface,effaced,ɪfeɪs,ɪfeɪst,-t,Reg,No,-t
3422,stump,stumped,stʌmp,stʌmpt,-t,Reg,No,-t
3423,scent,scented,sɛnt,sɛntɪd,-ɪd,Reg,No,-ɪd
3424,coagulate,coagulated,koʊægjəleɪt,koʊægjəleɪtɪd,-ɪd,Reg,No,-ɪd
3425,hawk,hawked,hɔk,hɔkt,-t,Reg,No,-t
3426,glisten,glistened,glɪsən,glɪsənd,-d,Reg,No,-d
3427,attach,attached,ətæʧ,ətæʧt,-t,Reg,Yes,-t
3428,attack,attacked,ətæk,ətækt,-t,Reg,Yes,-t
3429,autograph,autographed,ɔtəgræf,ɔtəgræft,-t,Reg,No,-t
3430,regurgitate,regurgitated,rɪgərʤəteɪt,rɪgərʤəteɪtɪd,-ɪd,Reg,No,-ɪd
3431,jingle,jingled,ʤɪŋgəl,ʤɪŋgəld,-d,Reg,No,-d
3432,fossilize,fossilized,fɑsəlaɪz,fɑsəlaɪzd,-d,Reg,No,-d
3433,boil,boiled,bɔɪl,bɔɪld,-d,Reg,Yes,-d
3434,circulate,circulated,sərkjəleɪt,sərkjəleɪtɪd,-ɪd,Reg,No,-ɪd
3435,ballot,balloted,bælət,bælətɪd,-ɪd,Reg,No,-ɪd
3436,shell,shelled,ʃɛl,ʃɛld,-d,Reg,No,-d
3437,accompany,accompanied,əkəmpəni,əkəmpənid,-d,Reg,No,-d
3438,gear,geared,gɪr,gɪrd,-d,Reg,No,-d
3439,eavesdrop,eavesdropped,ivzdrɑp,ivzdrɑpt,-t,Reg,No,-t
3440,punish,punished,pʌnɪʃ,pʌnɪʃt,-t,Reg,No,-t
3441,acquire,acquired,əkwaɪər,əkwaɪərd,-d,Reg,No,-d
3442,innovate,innovated,ɪnəveɪt,ɪnəveɪtɪd,-ɪd,Reg,No,-ɪd
3443,feint,feinted,feɪnt,feɪntɪd,-ɪd,Reg,No,-ɪd
3444,thresh,threshed,θrɛʃ,θrɛʃt,-t,Reg,No,-t
3445,disinfect,disinfected,dɪsɪnfɛkt,dɪsɪnfɛktɪd,-ɪd,Reg,No,-ɪd
3446,ape,aped,eɪp,eɪpt,-t,Reg,No,-t
3447,diminish,diminished,dɪmɪnɪʃ,dɪmɪnɪʃt,-t,Reg,No,-t
3448,reaffirm,reaffirmed,riəfərm,riəfərmd,-d,Reg,No,-d
3449,commence,commenced,kəmɛns,kəmɛnst,-t,Reg,No,-t
3450,outline,outlined,aʊtlaɪn,aʊtlaɪnd,-d,Reg,No,-d
3451,steel,steeled,stil,stild,-d,Reg,No,-d
3452,systematize,systematized,sɪstəmətaɪz,sɪstəmətaɪzd,-d,Reg,No,-d
3453,photograph,photographed,foʊtəgræf,foʊtəgræft,-t,Reg,No,-t
3454,spurn,spurned,spərn,spərnd,-d,Reg,No,-d
3455,disinter,disinterred,dɪsɪntər,dɪsɪntərd,-d,Reg,No,-d
3456,prune,pruned,prun,prund,-d,Reg,No,-d
3457,elope,eloped,ɪloʊp,ɪloʊpt,-t,Reg,No,-t
3458,bloat,bloated,bloʊt,bloʊtɪd,-ɪd,Reg,No,-ɪd
3459,girdle,girdled,gərdəl,gərdəld,-d,Reg,No,-d
3460,bother,bothered,bɑðər,bɑðərd,-d,Reg,No,-d
3461,KO,KO'd,koʊ,koʊd,-d,Reg,No,-d
3462,beg,begged,bɛg,bɛgd,-d,Reg,No,-d
3463,bed,bedded,bɛd,bɛdɪd,-ɪd,Reg,No,-ɪd
3464,disband,disbanded,dɪsbænd,dɪsbændɪd,-ɪd,Reg,No,-ɪd
3465,bind,bound,baɪnd,baʊnd,ɪ-ʊ,Irreg,No,vowel change
3466,embody,embodied,ɪmbɑdi,ɪmbɑdid,-d,Reg,No,-d
3467,elongate,elongated,ɪlɔŋgeɪt,ɪlɔŋgeɪtɪd,-ɪd,Reg,No,-ɪd
3468,amble,ambled,æmbəl,æmbəld,-d,Reg,No,-d
3469,bet,bet,bɛt,bɛt,None,Irreg,No,level
3470,exhibit,exhibited,ɪgzɪbɪt,ɪgzɪbɪtɪd,-ɪd,Reg,No,-ɪd
3471,clip,clipped,klɪp,klɪpt,-t,Reg,No,-t
3472,neutralize,neutralized,nutrəlaɪz,nutrəlaɪzd,-d,Reg,No,-d
3473,splatter,splattered,splætər,splætərd,-d,Reg,No,-d
3474,tidy,tidied,taɪdi,taɪdid,-d,Reg,Yes,-d
3475,corrupt,corrupted,kərəpt,kərəptɪd,-ɪd,Reg,No,-ɪd
3476,nourish,nourished,nərɪʃ,nərɪʃt,-t,Reg,No,-t
3477,persecute,persecuted,pərsəkjut,pərsəkjutɪd,-ɪd,Reg,No,-ɪd
3478,outstrip,outstripped,aʊtstrɪp,aʊtstrɪpt,-t,Reg,No,-t
3479,dictate,dictated,dɪkteɪt,dɪkteɪtɪd,-ɪd,Reg,No,-ɪd
3480,need,needed,nid,nidɪd,-ɪd,Reg,Yes,-ɪd
3481,waken,wakened,weɪkən,weɪkənd,-d,Reg,No,-d
3482,border,bordered,bɔrdər,bɔrdərd,-d,Reg,No,-d
3483,proselytize,proselytized,prɑsələtaɪz,prɑsələtaɪzd,-d,Reg,No,-d
3484,revalue,revalued,rivælju,rivæljud,-d,Reg,No,-d
3485,screw,screwed,skru,skrud,-d,Reg,No,-d
3486,depict,depicted,dɪpɪkt,dɪpɪktɪd,-ɪd,Reg,No,-ɪd
3487,angle,angled,æŋgəl,æŋgəld,-d,Reg,No,-d
3488,soak,soaked,soʊk,soʊkt,-t,Reg,Yes,-t
3489,cascade,cascaded,kæskeɪd,kæskeɪdɪd,-ɪd,Reg,No,-ɪd
3490,arrogate,arrogated,æroʊgeɪt,æroʊgeɪtɪd,-ɪd,Reg,No,-ɪd
3491,apprise,apprised,əpraɪz,əpraɪzd,-d,Reg,No,-d
3492,mix,mixed,mɪks,mɪkst,-t,Reg,Yes,-t
3493,lope,loped,loʊp,loʊpt,-t,Reg,No,-t
3494,singe,singed,sɪnʤ,sɪnʤd,-d,Reg,No,-d
3495,deprave,depraved,dipreɪv,dipreɪvd,-d,Reg,No,-d
3496,divert,diverted,dɪvərt,dɪvərtɪd,-ɪd,Reg,No,-ɪd
3497,soap,soaped,soʊp,soʊpt,-t,Reg,No,-t
3498,soar,soared,sɔr,sɔrd,-d,Reg,No,-d
3499,laze,lazed,leɪz,leɪzd,-d,Reg,No,-d
3500,rove,roved,roʊv,roʊvd,-d,Reg,No,-d
3501,deploy,deployed,dɪplɔɪ,dɪplɔɪd,-d,Reg,No,-d
3502,disgorge,disgorged,dɪsgɔrʤ,dɪsgɔrʤd,-d,Reg,No,-d
3503,procure,procured,proʊkjʊr,proʊkjʊrd,-d,Reg,No,-d
3504,xerox,xeroxed,zɪrɑks,zɪrɑkst,-t,Reg,No,-t
3505,rearrange,rearranged,riəreɪnʤ,riəreɪnʤd,-d,Reg,No,-d
3506,filch,filched,fɪlʧ,fɪlʧt,-t,Reg,No,-t
3507,cipher,ciphered,saɪfər,saɪfərd,-d,Reg,No,-d
3508,propagate,propagated,prɑpəgeɪt,prɑpəgeɪtɪd,-ɪd,Reg,No,-ɪd
3509,clamber,clambered,klæmbər,klæmbərd,-d,Reg,Yes,-d
3510,counterbalance,counterbalanced,kaʊntərbæləns,kaʊntərbælənst,-t,Reg,No,-t
3511,delve,delved,dɛlv,dɛlvd,-d,Reg,No,-d
3512,awe,awed,ɔ,ɔd,-d,Reg,No,-d
3513,hoodwink,hoodwinked,hʊdwɪŋk,hʊdwɪŋkt,-t,Reg,No,-t
3514,class,classed,klæs,klæst,-t,Reg,No,-t
3515,clasp,clasped,klæsp,klæspt,-t,Reg,No,-t
3516,drawl,drawled,drɔl,drɔld,-d,Reg,No,-d
3517,instil,instilled,ɪnstɪl,ɪnstɪld,-d,Reg,No,-d
3518,deny,denied,dɪnaɪ,dɪnaɪd,-d,Reg,No,-d
3519,amortize,amortized,æmərtaɪz,æmərtaɪzd,-d,Reg,No,-d
3520,eject,ejected,ɪʤɛkt,ɪʤɛktɪd,-ɪd,Reg,No,-ɪd
3521,gather,gathered,gæðər,gæðərd,-d,Reg,No,-d
3522,face,faced,feɪs,feɪst,-t,Reg,No,-t
3523,pipe,piped,paɪp,paɪpt,-t,Reg,Yes,-t
3524,gesture,gestured,ʤɛsʧər,ʤɛsʧərd,-d,Reg,No,-d
3525,rendezvous,rendezvoued,rɑndɪvu,rɑndɪvud,-d,Reg,No,-d
3526,brew,brewed,bru,brud,-d,Reg,No,-d
3527,pasteurize,pasteurized,pæsʧəraɪz,pæsʧəraɪzd,-d,Reg,No,-d
3528,constrain,constrained,kənstreɪn,kənstreɪnd,-d,Reg,No,-d
3529,outlive,outlived,aʊtlɪv,aʊtlɪvd,-d,Reg,No,-d
3530,overrate,overrated,oʊvərreɪt,oʊvərreɪtɪd,-ɪd,Reg,No,-ɪd
3531,thicken,thickened,θɪkən,θɪkənd,-d,Reg,No,-d
3532,recess,recessed,risɛs,risɛst,-t,Reg,No,-t
3533,unsettle,unsettled,ənsɛtəl,ənsɛtəld,-d,Reg,No,-d
3534,careen,careened,kərin,kərind,-d,Reg,No,-d
3535,bum,bummed,bʌm,bʌmd,-d,Reg,No,-d
3536,terminate,terminated,tərməneɪt,tərməneɪtɪd,-ɪd,Reg,No,-ɪd
3537,accustom,accustomed,əkʌstəm,əkʌstəmd,-d,Reg,No,-d
3538,disport,disported,dɪspɔrt,dɪspɔrtɪd,-ɪd,Reg,No,-ɪd
3539,dissociate,dissociated,dɪsoʊsieɪt,dɪsoʊsieɪtɪd,-ɪd,Reg,No,-ɪd
3540,bring,brought,brɪŋ,brɔt,ɪŋ-ɔt,Irreg,Yes,ruckumlaut
3541,rebuke,rebuked,rɪbjuk,rɪbjukt,-t,Reg,No,-t
3542,rouge,rouged,ruʒ,ruʒd,-d,Reg,No,-d
3543,betake,betook,biteɪk,bitʊk,eɪ-ʊ,Irreg,No,vowel change
3544,utter,uttered,ətər,ətərd,-d,Reg,No,-d
3545,fear,feared,fɪr,fɪrd,-d,Reg,No,-d
3546,debate,debated,dəbeɪt,dəbeɪtɪd,-ɪd,Reg,No,-ɪd
3547,staff,staffed,stæf,stæft,-t,Reg,No,-t
3548,redirect,redirected,ridərɛkt,ridərɛktɪd,-ɪd,Reg,No,-ɪd
3549,envy,envied,ɛnvi,ɛnvid,-d,Reg,No,-d
3550,pause,paused,pɔz,pɔzd,-d,Reg,No,-d
3551,cavort,cavorted,kəvɔrt,kəvɔrtɪd,-ɪd,Reg,No,-ɪd
3552,tire,tired,taɪər,taɪərd,-d,Reg,Yes,-d
3553,dramatize,dramatized,drɑmətaɪz,drɑmətaɪzd,-d,Reg,No,-d
3554,transfix,transfixed,trænsfɪks,trænsfɪkst,-t,Reg,No,-t
3555,jar,jarred,ʤɑr,ʤɑrd,-d,Reg,No,-d
3556,brighten,brightened,braɪtən,braɪtənd,-d,Reg,No,-d
3557,bug,bugged,bʌg,bʌgd,-d,Reg,No,-d
3558,prolong,prolonged,prəlɔŋ,prəlɔŋd,-d,Reg,No,-d
3559,hector,hectored,hɛktər,hɛktərd,-d,Reg,No,-d
3560,jam,jammed,ʤæm,ʤæmd,-d,Reg,No,-d
3561,tape,taped,teɪp,teɪpt,-t,Reg,Yes,-t
3562,rasp,rasped,ræsp,ræspt,-t,Reg,No,-t
3563,fuel,fuelled,fjuəl,fjuəld,-d,Reg,No,-d
3564,inhabit,inhabited,ɪnhæbət,ɪnhæbətɪd,-ɪd,Reg,No,-ɪd
3565,spice,spiced,spaɪs,spaɪst,-t,Reg,No,-t
3566,flinch,flinched,flɪnʧ,flɪnʧt,-t,Reg,No,-t
3567,achieve,achieved,əʧiv,əʧivd,-d,Reg,No,-d
3568,outsell,outsold,aʊtsɛl,aʊtsoʊd,ɛl-oʊd,Irreg,No,vowel change + d
3569,dodge,dodged,dɑʤ,dɑʤd,-d,Reg,No,-d
3570,prosecute,prosecuted,prɑsəkjut,prɑsəkjutɪd,-ɪd,Reg,No,-ɪd
3571,cube,cubed,kjub,kjubd,-d,Reg,No,-d
3572,handle,handled,hændəl,hændəld,-d,Reg,No,-d
3573,skimp,skimped,skɪmp,skɪmpt,-t,Reg,No,-t
3574,starch,starched,stɑrʧ,stɑrʧt,-t,Reg,No,-t
3575,dope,doped,doʊp,doʊpt,-t,Reg,No,-t
3576,massacre,massacred,mæsəkər,mæsəkərd,-d,Reg,No,-d
3577,urinate,urinated,jərəneɪt,jərəneɪtɪd,-ɪd,Reg,No,-ɪd
3578,rush,rushed,rʌʃ,rʌʃt,-t,Reg,Yes,-t
3579,bear,bore,bɛr,bɔr,ɛ-ɔ,Irreg,No,vowel change
3580,accrue,accrued,əkru,əkrud,-d,Reg,No,-d
3581,beam,beamed,bim,bimd,-d,Reg,No,-d
3582,mislay,mislaid,mɪsleɪ,mɪsleɪd,-d,Reg,No,-d
