,root,word,ipa_root,ipa_word,diff,reg,IsInParent,verb class,freq
3142,repel,repelled,rɪpɛl,rɪpɛld,-d,Reg,No,-d,7.0
3143,survey,surveyed,sərveɪ,sərveɪd,-d,Reg,No,-d,25.0
3144,defeat,defeated,dɪfit,dɪfitɪd,-ɪd,Reg,No,-ɪd,59.0
3145,climb,climbed,klaɪm,klaɪmd,-d,Reg,Yes,-d,121.0
3146,behead,beheaded,bɪhɛd,bɪhɛdɪd,-ɪd,Reg,No,-ɪd,3.0
3147,rive,rived,raɪv,raɪvd,-d,Reg,No,-d,1.0
3148,shovel,shovelled,ʃəvəl,ʃəvəld,-d,Reg,Yes,-d,3.0
3149,foresee,foresaw,fɔrsi,fɔrsɔ,i-ɔ,Irreg,No,vowel change,9.0
3150,perfume,perfumed,pərfjum,pərfjumd,-d,Reg,No,-d,6.0
3151,spy,spied,spaɪ,spaɪd,-d,Reg,Yes,-d,3.0
3152,win,won,wɪn,wʌn,ɪ-ʌ,Irreg,Yes,vowel change,251.0
3153,limp,limped,lɪmp,lɪmpt,-t,Reg,No,-t,13.0
3154,manage,managed,mænɪʤ,mænɪʤd,-d,Reg,Yes,-d,245.0
3155,extricate,extricated,ɛkstrəkeɪt,ɛkstrəkeɪtɪd,-ɪd,Reg,No,-ɪd,1.0
3156,bust,busted,bʌst,bʌstɪd,-ɪd,Reg,No,-ɪd,5.0
3157,motor,motored,moʊtər,moʊtərd,-d,Reg,No,-d,2.0
3158,duck,ducked,dʌk,dʌkt,-t,Reg,No,-t,11.0
3159,beckon,beckoned,bɛkən,bɛkənd,-d,Reg,No,-d,14.0
3160,apply,applied,əplaɪ,əplaɪd,-d,Reg,No,-d,146.0
3162,manipulate,manipulated,mənɪpjəleɪt,mənɪpjəleɪtɪd,-ɪd,Reg,No,-ɪd,16.0
3163,taper,tapered,teɪpər,teɪpərd,-d,Reg,No,-d,6.0
3164,enslave,enslaved,ɛnsleɪv,ɛnsleɪvd,-d,Reg,No,-d,6.0
3165,crap,crapped,kræp,kræpt,-t,Reg,No,-t,1.0
3166,stream,streamed,strim,strimd,-d,Reg,No,-d,12.0
3167,zip,zipped,zɪp,zɪpt,-t,Reg,Yes,-t,4.0
3168,doodle,doodled,dudəl,dudəld,-d,Reg,No,-d,1.0
3169,stipulate,stipulated,stɪpjəleɪt,stɪpjəleɪtɪd,-ɪd,Reg,No,-ɪd,4.0
3170,doubt,doubted,daʊt,daʊtɪd,-ɪd,Reg,No,-ɪd,41.0
3171,overman,overmanned,oʊvərmən,oʊvərmənd,-d,Reg,No,-d,1.0
3172,cram,crammed,kræm,kræmd,-d,Reg,Yes,-d,27.0
3173,panel,panelled,pænəl,pænəld,-d,Reg,No,-d,6.0
3174,depreciate,depreciated,dɪpriʃieɪt,dɪpriʃieɪtɪd,-ɪd,Reg,No,-ɪd,1.0
3175,sort,sorted,sɔrt,sɔrtɪd,-ɪd,Reg,Yes,-ɪd,26.0
3176,confiscate,confiscated,kɑnfəskeɪt,kɑnfəskeɪtɪd,-ɪd,Reg,No,-ɪd,8.0
3177,slim,slimmed,slɪm,slɪmd,-d,Reg,No,-d,1.0
3178,cackle,cackled,kækəl,kækəld,-d,Reg,No,-d,3.0
3179,engender,engendered,ɛnʤɛndər,ɛnʤɛndərd,-d,Reg,No,-d,8.0
3180,incinerate,incinerated,ɪnsɪnəreɪt,ɪnsɪnəreɪtɪd,-ɪd,Reg,No,-ɪd,1.0
3181,patrol,patrolled,pətroʊl,pətroʊld,-d,Reg,No,-d,3.0
3182,savage,savaged,sævɪʤ,sævɪʤd,-d,Reg,No,-d,2.0
3183,impress,impressed,ɪmprɛs,ɪmprɛst,-t,Reg,No,-t,103.0
3184,cooperate,cooperated,kwɑpəreɪt,kwɑpəreɪtɪd,-ɪd,Reg,No,-ɪd,6.0
3185,thatch,thatched,θæʧ,θæʧt,-t,Reg,No,-t,11.0
3186,trail,trailed,treɪl,treɪld,-d,Reg,Yes,-d,17.0
3187,commune,communed,kɑmjun,kɑmjund,-d,Reg,No,-d,1.0
3188,train,trained,treɪn,treɪnd,-d,Reg,Yes,-d,137.0
3189,deflect,deflected,dɪflɛkt,dɪflɛktɪd,-ɪd,Reg,No,-ɪd,8.0
3190,harvest,harvested,hɑrvəst,hɑrvəstɪd,-ɪd,Reg,No,-ɪd,9.0
3191,incline,inclined,ɪnklaɪn,ɪnklaɪnd,-d,Reg,No,-d,11.0
3192,annoy,annoyed,ənɔɪ,ənɔɪd,-d,Reg,No,-d,45.0
3193,account,accounted,əkaʊnt,əkaʊntɪd,-ɪd,Reg,No,-ɪd,29.0
3194,augment,augmented,ɔgmɛnt,ɔgmɛntɪd,-ɪd,Reg,No,-ɪd,7.0
3195,chide,chided,ʧaɪd,ʧaɪdɪd,-ɪd,Reg,No,-ɪd,4.0
3196,pout,pouted,paʊt,paʊtɪd,-ɪd,Reg,No,-ɪd,4.0
3197,challenge,challenged,ʧælənʤ,ʧælənʤd,-d,Reg,Yes,-d,46.0
3198,package,packaged,pækɪʤ,pækɪʤd,-d,Reg,No,-d,8.0
3199,disbelieve,disbelieved,dɪsbɪliv,dɪsbɪlivd,-d,Reg,No,-d,2.0
3200,pour,poured,pɔr,pɔrd,-d,Reg,Yes,-d,133.0
3201,reproduce,reproduced,riprədus,riprədust,-t,Reg,No,-t,17.0
3202,lumber,lumbered,lʌmbər,lʌmbərd,-d,Reg,No,-d,7.0
3203,retell,retold,ritɛl,ritoʊd,ɛl-oʊd,Irreg,No,vowel change + d,2.0
3204,thin,thinned,θɪn,θɪnd,-d,Reg,No,-d,7.0
3205,praise,praised,preɪz,preɪzd,-d,Reg,No,-d,27.0
3206,meet,met,mit,mɛt,i-ɛ,Irreg,Yes,vowel change,530.0
3207,nurture,nurtured,nərʧər,nərʧərd,-d,Reg,No,-d,9.0
3208,dissolve,dissolved,dɪzɑlv,dɪzɑlvd,-d,Reg,No,-d,28.0
3209,vaunt,vaunted,vɔnt,vɔntɪd,-ɪd,Reg,No,-ɪd,2.0
3210,control,controlled,kəntroʊl,kəntroʊld,-d,Reg,Yes,-d,127.0
3211,wedge,wedged,wɛʤ,wɛʤd,-d,Reg,No,-d,4.0
3212,tap,tapped,tæp,tæpt,-t,Reg,No,-t,16.0
3213,pawn,pawned,pɔn,pɔnd,-d,Reg,No,-d,2.0
3214,beleaguer,beleaguered,bɪligər,bɪligərd,-d,Reg,No,-d,5.0
3215,lock,locked,lɑk,lɑkt,-t,Reg,Yes,-t,158.0
3216,manhandle,manhandled,mænhændəl,mænhændəld,-d,Reg,No,-d,2.0
3217,tax,taxed,tæks,tækst,-t,Reg,No,-t,12.0
3218,baste,basted,beɪst,beɪstɪd,-ɪd,Reg,No,-ɪd,1.0
3219,atone,atoned,ətoʊn,ətoʊnd,-d,Reg,No,-d,1.0
3220,tag,tagged,tæg,tægd,-d,Reg,No,-d,5.0
3221,condescend,condescended,kɑndɪsɛnd,kɑndɪsɛndɪd,-ɪd,Reg,No,-ɪd,3.0
3222,bend,bent,bɛnd,bɛnt,d-t,Irreg,Yes,weak,130.0
3223,slip,slipped,slɪp,slɪpt,-t,Reg,Yes,-t,107.0
3224,antedate,antedated,æntɪdeɪt,æntɪdeɪtɪd,-ɪd,Reg,No,-ɪd,1.0
3225,devastate,devastated,dɛvəsteɪt,dɛvəsteɪtɪd,-ɪd,Reg,No,-ɪd,9.0
3226,preen,preened,prin,prind,-d,Reg,No,-d,2.0
3227,skirt,skirted,skərt,skərtɪd,-ɪd,Reg,No,-ɪd,7.0
3228,rape,raped,reɪp,reɪpt,-t,Reg,No,-t,22.0
3229,weaken,weakened,wikən,wikənd,-d,Reg,No,-d,25.0
3230,lamb,lambed,læm,læmd,-d,Reg,No,-d,1.0
3231,hesitate,hesitated,hɛzəteɪt,hɛzəteɪtɪd,-ɪd,Reg,No,-ɪd,64.0
3232,rumble,rumbled,rʌmbəl,rʌmbəld,-d,Reg,No,-d,6.0
3233,sip,sipped,sɪp,sɪpt,-t,Reg,No,-t,35.0
3234,scuff,scuffed,skʌf,skʌft,-t,Reg,No,-t,4.0
3235,memorize,memorized,mɛməraɪz,mɛməraɪzd,-d,Reg,No,-d,4.0
3236,sit,sat,sɪt,sæt,ɪ-æ,Irreg,Yes,vowel change,817.0
3237,trumpet,trumpeted,trʌmpət,trʌmpətɪd,-ɪd,Reg,Yes,-ɪd,2.0
3238,scotch,scotched,skɑʧ,skɑʧt,-t,Reg,No,-t,1.0
3239,patronize,patronized,pætrənaɪz,pætrənaɪzd,-d,Reg,No,-d,6.0
3240,delay,delayed,dɪleɪ,dɪleɪd,-d,Reg,No,-d,43.0
3241,stoke,stoked,stoʊk,stoʊkt,-t,Reg,No,-t,1.0
3242,anglicize,anglicized,æŋlɪsaɪz,æŋlɪsaɪzd,-d,Reg,No,-d,2.0
3243,pair,paired,pɛr,pɛrd,-d,Reg,No,-d,4.0
3244,lodge,lodged,lɑʤ,lɑʤd,-d,Reg,No,-d,19.0
3245,counterfeit,counterfeited,kaʊntərfɪt,kaʊntərfɪtɪd,-ɪd,Reg,No,-ɪd,1.0
3246,deplore,deplored,dɪplɔr,dɪplɔrd,-d,Reg,No,-d,11.0
3247,sin,sinned,sɪn,sɪnd,-d,Reg,No,-d,6.0
3248,stock,stocked,stɑk,stɑkt,-t,Reg,No,-t,8.0
3249,exemplify,exemplified,ɪgzɛmpləfaɪ,ɪgzɛmpləfaɪd,-d,Reg,No,-d,10.0
3251,stow,stowed,stoʊ,stoʊd,-d,Reg,No,-d,5.0
3252,attend,attended,ətɛnd,ətɛndɪd,-ɪd,Reg,No,-ɪd,95.0
3253,farm,farmed,fɑrm,fɑrmd,-d,Reg,No,-d,11.0
3254,watch,watched,wɔʧ,wɔʧt,-t,Reg,Yes,-t,332.0
3255,await,awaited,əweɪt,əweɪtɪd,-ɪd,Reg,No,-ɪd,21.0
3256,hazard,hazarded,hæzərd,hæzərdɪd,-ɪd,Reg,No,-ɪd,2.0
3257,perceive,perceived,pərsiv,pərsivd,-d,Reg,No,-d,38.0
3258,nullify,nullified,nələfaɪ,nələfaɪd,-d,Reg,No,-d,2.0
3259,tattoo,tattooed,tætu,tætud,-d,Reg,No,-d,8.0
3260,fatigue,fatigued,fətig,fətigd,-d,Reg,No,-d,4.0
3261,prance,pranced,præns,prænst,-t,Reg,No,-t,2.0
3262,bluff,bluffed,blʌf,blʌft,-t,Reg,No,-t,1.0
3263,strut,strutted,strʌt,strʌtɪd,-ɪd,Reg,No,-ɪd,3.0
3264,underplay,underplayed,əndərpleɪ,əndərpleɪd,-d,Reg,No,-d,1.0
3265,fray,frayed,freɪ,freɪd,-d,Reg,No,-d,7.0
3266,winter,wintered,wɪntər,wɪntərd,-d,Reg,No,-d,1.0
3267,pocket,pocketed,pɑkət,pɑkətɪd,-ɪd,Reg,No,-ɪd,8.0
3268,drape,draped,dreɪp,dreɪpt,-t,Reg,No,-t,21.0
3269,overdress,overdressed,oʊvərdrɛs,oʊvərdrɛst,-t,Reg,No,-t,2.0
3270,light,lighted,laɪt,laɪtɪd,-ɪd,Reg,No,-ɪd,22.0
3271,counter,countered,kaʊntər,kaʊntərd,-d,Reg,No,-d,16.0
3272,correspond,corresponded,kɔrəspɑnd,kɔrəspɑndɪd,-ɪd,Reg,No,-ɪd,9.0
3273,budge,budged,bʌʤ,bʌʤd,-d,Reg,No,-d,2.0
3274,scoop,scooped,skup,skupt,-t,Reg,No,-t,11.0
3275,beguile,beguiled,bɪgaɪl,bɪgaɪld,-d,Reg,No,-d,1.0
3276,allot,allotted,əlɑt,əlɑtɪd,-ɪd,Reg,No,-ɪd,17.0
3277,allow,allowed,əlaʊ,əlaʊd,-d,Reg,Yes,-d,474.0
3278,presuppose,presupposed,prisəpoʊz,prisəpoʊzd,-d,Reg,No,-d,1.0
3279,furnish,furnished,fərnɪʃ,fərnɪʃt,-t,Reg,No,-t,48.0
3280,ignite,ignited,ɪgnaɪt,ɪgnaɪtɪd,-ɪd,Reg,No,-ɪd,3.0
3281,shush,shushed,ʃʌʃ,ʃʌʃt,-t,Reg,No,-t,1.0
3282,understate,understated,əndərsteɪt,əndərsteɪtɪd,-ɪd,Reg,No,-ɪd,2.0
3283,strum,strummed,strʌm,strʌmd,-d,Reg,No,-d,1.0
3284,mute,muted,mjut,mjutɪd,-ɪd,Reg,No,-ɪd,5.0
3285,peck,pecked,pɛk,pɛkt,-t,Reg,No,-t,4.0
3286,move,moved,muv,muvd,-d,Reg,Yes,-d,628.0
3287,disarm,disarmed,dɪsɑrm,dɪsɑrmd,-d,Reg,No,-d,5.0
3288,spank,spanked,spæŋk,spæŋkt,-t,Reg,Yes,-t,3.0
3289,enclose,enclosed,ɪnkloʊz,ɪnkloʊzd,-d,Reg,No,-d,39.0
3290,pine,pined,paɪn,paɪnd,-d,Reg,No,-d,2.0
3291,quake,quaked,kweɪk,kweɪkt,-t,Reg,No,-t,3.0
3292,cruise,cruised,kruz,kruzd,-d,Reg,No,-d,6.0
3293,vilify,vilified,vɪlɪfaɪ,vɪlɪfaɪd,-d,Reg,No,-d,2.0
3294,envisage,envisaged,ɛnvɪzɪʤ,ɛnvɪzɪʤd,-d,Reg,No,-d,25.0
3295,bunch,bunched,bʌnʧ,bʌnʧt,-t,Reg,No,-t,9.0
3296,perfect,perfected,pərfɛkt,pərfɛktɪd,-ɪd,Reg,No,-ɪd,11.0
3297,lounge,lounged,laʊnʤ,laʊnʤd,-d,Reg,No,-d,4.0
3298,brood,brooded,brud,brudɪd,-ɪd,Reg,No,-ɪd,9.0
3299,decay,decayed,dɪkeɪ,dɪkeɪd,-d,Reg,No,-d,7.0
3300,itemize,itemized,aɪtəmaɪz,aɪtəmaɪzd,-d,Reg,No,-d,3.0
3301,undervalue,undervalued,əndərvælju,əndərvæljud,-d,Reg,No,-d,3.0
3302,dispose,disposed,dɪspoʊz,dɪspoʊzd,-d,Reg,No,-d,24.0
3303,perspire,perspired,pərspaɪr,pərspaɪrd,-d,Reg,No,-d,1.0
3304,shudder,shuddered,ʃʌdər,ʃʌdərd,-d,Reg,No,-d,23.0
3305,cringe,cringed,krɪnʤ,krɪnʤd,-d,Reg,No,-d,2.0
3306,hump,humped,hʌmp,hʌmpt,-t,Reg,No,-t,7.0
3307,restrain,restrained,ristreɪn,ristreɪnd,-d,Reg,No,-d,15.0
3308,choose,chose,ʧuz,ʧoʊz,u-oʊ,Irreg,Yes,vowel change,152.0
3309,underpin,underpinned,əndərpɪn,əndərpɪnd,-d,Reg,No,-d,1.0
3310,disorientate,disorientated,dɪsɔriɛnteɪt,dɪsɔriɛnteɪtɪd,-ɪd,Reg,No,-ɪd,2.0
3311,holiday,holidayed,hɑlɪdeɪ,hɑlɪdeɪd,-d,Reg,No,-d,1.0
3312,gesticulate,gesticulated,ʤɛstɪkjuleɪt,ʤɛstɪkjuleɪtɪd,-ɪd,Reg,No,-ɪd,2.0
3313,demoralize,demoralized,dɪmɔrəlaɪz,dɪmɔrəlaɪzd,-d,Reg,No,-d,7.0
3314,flex,flexed,flɛks,flɛkst,-t,Reg,No,-t,7.0
3315,prosper,prospered,prɑspər,prɑspərd,-d,Reg,No,-d,7.0
3316,crash,crashed,kræʃ,kræʃt,-t,Reg,Yes,-t,30.0
3317,swaddle,swaddled,swɑdəl,swɑdəld,-d,Reg,No,-d,1.0
3318,dab,dabbed,dæb,dæbd,-d,Reg,No,-d,7.0
3319,huff,huffed,hʌf,hʌft,-t,Reg,No,-t,1.0
3320,belch,belched,bɛlʧ,bɛlʧt,-t,Reg,No,-t,5.0
3321,bat,batted,bæt,bætɪd,-ɪd,Reg,No,-ɪd,5.0
3322,denigrate,denigrated,dɛnɪgreɪt,dɛnɪgreɪtɪd,-ɪd,Reg,No,-ɪd,2.0
3323,flout,flouted,flaʊt,flaʊtɪd,-ɪd,Reg,No,-ɪd,2.0
3324,mention,mentioned,mɛnʃən,mɛnʃənd,-d,Reg,No,-d,236.0
3325,snake,snaked,sneɪk,sneɪkt,-t,Reg,No,-t,3.0
3326,kiss,kissed,kɪs,kɪst,-t,Reg,Yes,-t,114.0
3327,fingerprint,fingerprinted,fɪŋgərprɪnt,fɪŋgərprɪntɪd,-ɪd,Reg,No,-ɪd,2.0
3328,front,fronted,frʌnt,frʌntɪd,-ɪd,Reg,No,-ɪd,4.0
3329,flee,fled,fli,flɛd,i-ɛd,Irreg,No,vowel change + d,60.0
3330,realize,realized,riəlaɪz,riəlaɪzd,-d,Reg,Yes,-d,366.0
3331,decapitate,decapitated,dikæpəteɪt,dikæpəteɪtɪd,-ɪd,Reg,No,-ɪd,3.0
3332,strive,strived,straɪv,straɪvd,-d,Reg,No,-d,1.0
3333,discontinue,discontinued,dɪskəntɪnju,dɪskəntɪnjud,-d,Reg,No,-d,4.0
3334,flail,flailed,fleɪl,fleɪld,-d,Reg,No,-d,2.0
3335,entrench,entrenched,ɛntrɛnʧ,ɛntrɛnʧt,-t,Reg,No,-t,1.0
3336,thrill,thrilled,θrɪl,θrɪld,-d,Reg,No,-d,15.0
3337,slacken,slackened,slækən,slækənd,-d,Reg,No,-d,6.0
3338,edit,edited,ɛdɪt,ɛdɪtɪd,-ɪd,Reg,No,-ɪd,16.0
3339,panic,panicked,pænɪk,pænɪkt,-t,Reg,No,-t,11.0
3340,preclude,precluded,prɪklud,prɪkludɪd,-ɪd,Reg,No,-ɪd,5.0
3341,feast,feasted,fist,fistɪd,-ɪd,Reg,No,-ɪd,2.0
3342,debauch,debauched,dɪbɔtʃ,dɪbɔtʃt,-t,Reg,No,-t,2.0
3343,merge,merged,mərʤ,mərʤd,-d,Reg,No,-d,17.0
3344,slide,slid,slaɪd,slɪd,aɪ-ɪ,Irreg,Yes,vowel change,59.0
3345,congregate,congregated,kɑŋgrəgeɪt,kɑŋgrəgeɪtɪd,-ɪd,Reg,No,-ɪd,3.0
3346,fiddle,fiddled,fɪdəl,fɪdəld,-d,Reg,No,-d,6.0
3347,trap,trapped,træp,træpt,-t,Reg,Yes,-t,66.0
3348,disregard,disregarded,dɪsrɪgɑrd,dɪsrɪgɑrdɪd,-ɪd,Reg,No,-ɪd,9.0
3349,cocoon,cocooned,kəkun,kəkund,-d,Reg,No,-d,3.0
3350,scorch,scorched,skɔrʧ,skɔrʧt,-t,Reg,No,-t,9.0
3351,esteem,esteemed,ɛstim,ɛstimd,-d,Reg,No,-d,3.0
3352,skate,skated,skeɪt,skeɪtɪd,-ɪd,Reg,No,-ɪd,2.0
3353,fare,fared,fɛr,fɛrd,-d,Reg,No,-d,6.0
3354,activate,activated,æktɪveɪt,æktɪveɪtɪd,-ɪd,Reg,No,-ɪd,12.0
3355,illuminate,illuminated,ɪlumɪnɪt,ɪlumɪnɪtɪd,-ɪd,Reg,No,-ɪd,22.0
3356,bump,bumped,bʌmp,bʌmpt,-t,Reg,Yes,-t,15.0
3357,strip,stripped,strɪp,strɪpt,-t,Reg,No,-t,47.0
3358,tack,tacked,tæk,tækt,-t,Reg,No,-t,5.0
3359,constitute,constituted,kɑnstətut,kɑnstətutɪd,-ɪd,Reg,No,-ɪd,27.0
3360,castigate,castigated,kæstəgeɪt,kæstəgeɪtɪd,-ɪd,Reg,No,-ɪd,2.0
3361,measure,measured,mɛʒər,mɛʒərd,-d,Reg,Yes,-d,63.0
3362,untangle,untangled,əntæŋgəl,əntæŋgəld,-d,Reg,No,-d,1.0
3363,bay,bayed,beɪ,beɪd,-d,Reg,No,-d,1.0
3364,wander,wandered,wɑndər,wɑndərd,-d,Reg,No,-d,55.0
3365,witness,witnessed,wɪtnəs,wɪtnəst,-t,Reg,No,-t,27.0
3366,out,outed,aʊt,aʊtɪd,-ɪd,Reg,No,-ɪd,1.0
3367,fondle,fondled,fɔndəl,fɔndəld,-d,Reg,No,-d,2.0
3368,unwind,unwound,ənwaɪnd,ənwaʊnd,ɪ-ʊ,Irreg,No,vowel change,1.0
3369,defend,defended,dɪfɛnd,dɪfɛndɪd,-ɪd,Reg,No,-ɪd,39.0
3370,develop,developed,dɪvɛləp,dɪvɛləpt,-t,Reg,No,-t,379.0
3371,rev,revved,rɛv,rɛvd,-d,Reg,No,-d,3.0
3372,fathom,fathomed,fæðəm,fæðəmd,-d,Reg,No,-d,1.0
3373,repress,repressed,riprɛs,riprɛst,-t,Reg,No,-t,9.0
3374,stub,stubbed,stʌb,stʌbd,-d,Reg,No,-d,6.0
3375,double-check,double-checked,dʌbəlʧɛk,dʌbəlʧɛkt,-t,Reg,No,-t,1.0
3376,stud,studded,stʌd,stʌdɪd,-ɪd,Reg,No,-ɪd,11.0
3377,impart,imparted,ɪmpɑrt,ɪmpɑrtɪd,-ɪd,Reg,No,-ɪd,6.0
3378,lecture,lectured,lɛkʧər,lɛkʧərd,-d,Reg,No,-d,10.0
3379,postpone,postponed,poʊstpoʊn,poʊstpoʊnd,-d,Reg,No,-d,21.0
3380,cause,caused,kɔz,kɔzd,-d,Reg,Yes,-d,273.0
3381,sacrifice,sacrificed,sækrəfaɪs,sækrəfaɪst,-t,Reg,No,-t,22.0
3382,burke,burked,bərk,bərkt,-t,Reg,No,-t,1.0
3383,obsess,obsessed,əbsɛs,əbsɛst,-t,Reg,No,-t,35.0
3384,disclose,disclosed,dɪskloʊz,dɪskloʊzd,-d,Reg,No,-d,15.0
3385,lob,lobbed,lɑb,lɑbd,-d,Reg,No,-d,3.0
3386,perish,perished,pɛrɪʃ,pɛrɪʃt,-t,Reg,No,-t,9.0
3387,venerate,venerated,vɛnəreɪt,vɛnəreɪtɪd,-ɪd,Reg,No,-ɪd,1.0
3389,jilt,jilted,ʤɪlt,ʤɪltɪd,-ɪd,Reg,No,-ɪd,2.0
3390,undo,undid,əndu,əndɪd,u-ɪd,Irreg,No,other,12.0
3391,release,released,rilis,rilist,-t,Reg,No,-t,118.0
3392,graze,grazed,greɪz,greɪzd,-d,Reg,No,-d,10.0
3393,hew,hewed,hju,hjud,-d,Reg,No,-d,1.0
3394,upbraid,upbraided,əpbreɪd,əpbreɪdɪd,-ɪd,Reg,No,-ɪd,1.0
3395,intersperse,interspersed,ɪntərspərs,ɪntərspərst,-t,Reg,No,-t,10.0
3396,tempt,tempted,tɛmpt,tɛmptɪd,-ɪd,Reg,No,-ɪd,50.0
3397,embarrass,embarrassed,ɪmbɛrəs,ɪmbɛrəst,-t,Reg,No,-t,77.0
3398,bleed,bled,blid,blɛd,i-ɛ,Irreg,No,vowel change,14.0
3400,log,logged,lɔg,lɔgd,-d,Reg,No,-d,5.0
3401,scribe,scribed,skraɪb,skraɪbd,-d,Reg,No,-d,4.0
3402,overtake,overtook,oʊvərteɪk,oʊvərtʊk,eɪ-ʊ,Irreg,No,vowel change,10.0
3403,reactivate,reactivated,riæktəveɪt,riæktəveɪtɪd,-ɪd,Reg,No,-ɪd,1.0
3404,enchant,enchanted,ɛnʧænt,ɛnʧæntɪd,-ɪd,Reg,No,-ɪd,21.0
3405,stereotype,stereotyped,stɛrioʊtaɪp,stɛrioʊtaɪpt,-t,Reg,No,-t,8.0
3406,keep,kept,kip,kɛpt,i-ɛt,Irreg,Yes,vowel change + t,750.0
3407,stride,strode,straɪd,stroʊd,aɪ-oʊ,Irreg,No,vowel change,32.0
3408,shred,shredded,ʃrɛd,ʃrɛdɪd,-ɪd,Reg,No,-ɪd,8.0
3409,retain,retained,rɪteɪn,rɪteɪnd,-d,Reg,No,-d,44.0
3410,facilitate,facilitated,fəsɪləteɪt,fəsɪləteɪtɪd,-ɪd,Reg,No,-ɪd,5.0
3411,stimulate,stimulated,stɪmjəleɪt,stɪmjəleɪtɪd,-ɪd,Reg,No,-ɪd,26.0
3412,predominate,predominated,prɪdɑməneɪt,prɪdɑməneɪtɪd,-ɪd,Reg,No,-ɪd,2.0
3413,clamour,clamoured,klæmər,klæmərd,-d,Reg,No,-d,3.0
3414,crate,crated,kreɪt,kreɪtɪd,-ɪd,Reg,No,-ɪd,2.0
3415,savour,savoured,seɪvər,seɪvərd,-d,Reg,No,-d,6.0
3416,confuse,confused,kənfjuz,kənfjuzd,-d,Reg,No,-d,42.0
3417,sack,sacked,sæk,sækt,-t,Reg,No,-t,22.0
3418,echo,echoed,ɛkoʊ,ɛkoʊd,-d,Reg,No,-d,33.0
3419,whoop,whooped,wup,wupt,-t,Reg,No,-t,1.0
3420,bitch,bitched,bɪʧ,bɪʧt,-t,Reg,No,-t,1.0
3421,efface,effaced,ɪfeɪs,ɪfeɪst,-t,Reg,No,-t,1.0
3422,stump,stumped,stʌmp,stʌmpt,-t,Reg,No,-t,6.0
3423,scent,scented,sɛnt,sɛntɪd,-ɪd,Reg,No,-ɪd,15.0
3424,coagulate,coagulated,koʊægjəleɪt,koʊægjəleɪtɪd,-ɪd,Reg,No,-ɪd,1.0
3425,hawk,hawked,hɔk,hɔkt,-t,Reg,No,-t,4.0
3426,glisten,glistened,glɪsən,glɪsənd,-d,Reg,No,-d,6.0
3427,attach,attached,ətæʧ,ətæʧt,-t,Reg,Yes,-t,135.0
3428,attack,attacked,ətæk,ətækt,-t,Reg,Yes,-t,100.0
3429,autograph,autographed,ɔtəgræf,ɔtəgræft,-t,Reg,No,-t,1.0
3430,regurgitate,regurgitated,rɪgərʤəteɪt,rɪgərʤəteɪtɪd,-ɪd,Reg,No,-ɪd,1.0
3431,jingle,jingled,ʤɪŋgəl,ʤɪŋgəld,-d,Reg,No,-d,1.0
3432,fossilize,fossilized,fɑsəlaɪz,fɑsəlaɪzd,-d,Reg,No,-d,7.0
3433,boil,boiled,bɔɪl,bɔɪld,-d,Reg,Yes,-d,56.0
3434,circulate,circulated,sərkjəleɪt,sərkjəleɪtɪd,-ɪd,Reg,No,-ɪd,18.0
3435,ballot,balloted,bælət,bælətɪd,-ɪd,Reg,No,-ɪd,1.0
3436,shell,shelled,ʃɛl,ʃɛld,-d,Reg,No,-d,4.0
3437,accompany,accompanied,əkəmpəni,əkəmpənid,-d,Reg,No,-d,111.0
3438,gear,geared,gɪr,gɪrd,-d,Reg,No,-d,19.0
3439,eavesdrop,eavesdropped,ivzdrɑp,ivzdrɑpt,-t,Reg,No,-t,1.0
3440,punish,punished,pʌnɪʃ,pʌnɪʃt,-t,Reg,No,-t,39.0
3441,acquire,acquired,əkwaɪər,əkwaɪərd,-d,Reg,No,-d,116.0
3442,innovate,innovated,ɪnəveɪt,ɪnəveɪtɪd,-ɪd,Reg,No,-ɪd,1.0
3443,feint,feinted,feɪnt,feɪntɪd,-ɪd,Reg,No,-ɪd,1.0
3444,thresh,threshed,θrɛʃ,θrɛʃt,-t,Reg,No,-t,2.0
3445,disinfect,disinfected,dɪsɪnfɛkt,dɪsɪnfɛktɪd,-ɪd,Reg,No,-ɪd,2.0
3446,ape,aped,eɪp,eɪpt,-t,Reg,No,-t,1.0
3447,diminish,diminished,dɪmɪnɪʃ,dɪmɪnɪʃt,-t,Reg,No,-t,38.0
3448,reaffirm,reaffirmed,riəfərm,riəfərmd,-d,Reg,No,-d,6.0
3449,commence,commenced,kəmɛns,kəmɛnst,-t,Reg,No,-t,6.0
3450,outline,outlined,aʊtlaɪn,aʊtlaɪnd,-d,Reg,No,-d,35.0
3451,steel,steeled,stil,stild,-d,Reg,No,-d,1.0
3452,systematize,systematized,sɪstəmətaɪz,sɪstəmətaɪzd,-d,Reg,No,-d,1.0
3453,photograph,photographed,foʊtəgræf,foʊtəgræft,-t,Reg,No,-t,25.0
3454,spurn,spurned,spərn,spərnd,-d,Reg,No,-d,6.0
3455,disinter,disinterred,dɪsɪntər,dɪsɪntərd,-d,Reg,No,-d,1.0
3456,prune,pruned,prun,prund,-d,Reg,No,-d,2.0
3457,elope,eloped,ɪloʊp,ɪloʊpt,-t,Reg,No,-t,1.0
